Game Date: 2026-08-31,Our Team: CB Argentona,Opponent: Spartans
Period,Game Clock,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q3","04:43","22:40:41","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",6.1,"No","Yes","No"
"Q3","04:43","22:40:43","4","#13","defense","Def Rebound","None","Success",6.1,"No","No","No"
"Q3","04:37","22:40:49","2","#8","offense","Turnover (Live)","None","Loss",6,"No","No","No"
"Q3","04:32","22:40:56","Team","Team","defense","Opponent Turnover","None","Unforced",5.5,"No","No","No"
"Q3","04:09","22:41:26","2","#8","offense","Turnover (Dead)","None","Loss",2.7,"No","No","No"
"Q3","04:04","22:41:40","1","#23","defense","Substitution","None","Slot 1: Out #23 / In #7",5.3,"No","No","No"
"Q3","03:58","22:41:47","Team","Team","defense","Opponent Turnover","None","Unforced",11.4,"No","No","No"
"Q3","03:44","22:42:18","4","#13","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q3","03:44","22:42:22","4","#13","offense","FT","None","Miss",10,"No","No","No"
"Q3","03:44","22:42:31","4","#13","offense","FT","None","Miss",10,"No","No","No"
"Q3","03:44","22:42:35","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q3","03:26","22:42:54","Team","Team","defense","Opponent RIM Shot","RIM","Miss",18,"Yes","No","No"
"Q3","03:26","22:42:54","4","#13","defense","Block","None","Success",18,"No","No","No"
"Q3","03:24","22:42:56","4","#13","defense","Def Rebound","None","Success",19.8,"No","No","No"
"Q3","03:18","22:43:05","1","#7","offense","Turnover (Dead)","None","Loss",0,"No","No","No"
"Q3","03:18","22:43:15","Team","Team","defense","Opponent Turnover","None","Unforced",0,"No","No","No"
"Q3","03:18","22:43:18","1","#7","offense","Turnover (Dead)","None","Loss",0,"No","No","No"
"Q3","03:18","22:43:30","Team","Team","defense","Opponent MR Shot","MR","Miss",0,"No","Yes","No"
"Q3","03:18","22:43:31","Team","Team","defense","Opponent Off Reb","None","Loss",0,"No","No","No"
"Q3","03:18","22:43:37","Team","Team","defense","Opponent RIM Shot","RIM","Make",10,"Yes","No","No"
"Q3","02:59","22:44:02","2","#8","offense","C3 Shot","C3","Miss",19.5,"No","No","No"
"Q3","02:57","22:44:03","4","#13","offense","Off Rebound","None","Success",20.8,"No","No","No"
"Q3","02:43","22:44:24","3","#32","offense","ATB3 Shot","ATB3","Miss",0,"No","Yes","No"
"Q3","02:43","22:44:26","5","#11","offense","Off Rebound","None","Success",0,"No","No","No"
"Q3","02:43","22:44:29","5","#11","offense","RIM Shot","RIM","Miss",10,"Yes","No","No"
"Q3","02:43","22:44:32","Team","Team","offense","Off Rebound","None","Success",10,"No","No","No"
"Q3","02:43","22:44:46","1","#7","offense","Turnover (Live)","None","Loss",10,"No","No","No"
"Q3","02:37","22:44:52","Team","Team","defense","Opponent RIM Shot","RIM","Make",6.3,"Yes","Yes","No"
"Q3","02:16","22:45:21","5","#11","offense","RIM Shot","RIM","Make",21,"Yes","No","No"
"Q3","02:16","22:45:21","5","#11","offense","Opponent Foul","None","Success",21,"No","No","No"
"Q3","02:16","22:45:36","5","#11","offense","FT","None","Miss",21,"No","No","No"
"Q3","02:16","22:45:38","Team","Team","offense","Opponent Def Rebound","None","Loss",21,"No","No","No"
"Q3","02:12","22:45:42","2","#8","defense","Deflection","None","Success",4,"No","No","No"
"Q3","02:01","22:45:53","Team","Team","defense","Opponent RIM Shot","RIM","Make",14.5,"Yes","No","No"
"Q3","01:37","22:46:15","2","#8","offense","Assist","None","To ##11",14,"Yes","No","No"
"Q3","01:37","22:46:15","5","#11","offense","RIM Shot","RIM","Make",14,"No","No","No"
"Q3","01:24","22:46:33","5","#11","defense","Substitution","None","Slot 5: Out #11 / In #35",13.5,"No","No","No"
"Q3","01:15","22:46:42","Team","Team","defense","Opponent RIM Shot","RIM","Make",22.1,"Yes","No","No"
"Q3","01:02","22:47:19","2","#8","offense","Substitution","None","Slot 2: Out #8 / In #23",13.5,"No","No","No"
"Q3","01:02","22:47:32","3","#32","offense","ATB3 Shot","ATB3","Miss",13.5,"No","No","No"
"Q3","01:02","22:47:34","4","#13","offense","Off Rebound","None","Success",13.5,"No","No","No"
"Q3","01:02","22:47:37","5","#35","offense","RIM Shot","RIM","Miss",10,"Yes","No","No"
"Q3","01:02","22:47:40","5","#35","offense","Off Rebound","None","Success",10,"No","No","No"
"Q3","01:02","22:47:42","5","#35","offense","PAINT Shot","PAINT","Miss",10,"Yes","No","No"
"Q3","01:02","22:47:43","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q3","00:58.7","22:47:50","3","#32","defense","Personal Foul","None","Foul #1",3.5,"No","No","No"
"Q3","00:58.7","22:48:08","Team","Team","defense","Opponent MR Shot","MR","Miss",3.5,"No","Yes","No"
"Q3","00:58.7","22:48:22","Team","Team","defense","Def Rebound","None","Success",3.5,"No","No","No"
"Q3","00:52.2","22:48:32","3","#32","offense","Assist","None","To ##7",6.5,"No","Yes","No"
"Q3","00:52.2","22:48:32","1","#7","offense","C3 Shot","C3","Make",6.5,"No","No","No"
"Q4","10:00","22:49:55","Team","Team","defense","Period Change","None","Started Quarter 4",0,"No","No","No"
"Q4","09:39","22:50:48","5","#35","offense","RIM Shot","RIM","Miss",1.9,"Yes","Yes","No"
"Q4","09:38","22:50:50","Team","Team","offense","Off Rebound","None","Success",3.6,"No","No","No"
"Q4","09:30","22:50:58","4","#13","offense","Turnover (Dead)","None","Loss",17.5,"No","No","No"
"Q4","09:20","22:51:18","1","#7","defense","Personal Foul","None","Foul #2",9.6,"No","No","No"
"Q4","09:20","22:51:25","Team","Team","defense","Opponent FT Score","None","Loss",9.6,"No","No","No"
"Q4","09:20","22:51:35","Team","Team","defense","Opponent FT Score","None","Loss",9.6,"No","No","No"
"Q4","09:11","22:52:04","4","#13","offense","Opponent Foul","None","Success",9.9,"No","No","No"
"Q4","09:07","22:52:34","3","#32","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","09:07","22:52:41","5","#35","offense","RIM Shot","RIM","Make",10,"Yes","No","No"
"Q4","09:07","22:52:56","Team","Team","defense","Opponent RIM Shot","RIM","Miss",0,"Yes","Yes","No"
"Q4","09:07","22:52:56","5","#35","defense","Block","None","Success",0,"No","No","No"
"Q4","09:07","22:52:58","3","#32","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","09:03","22:53:02","1","#7","offense","Turnover (Live)","None","Loss",3.9,"No","No","No"
"Q4","09:00","22:53:05","Team","Team","defense","Opponent RIM Shot","RIM","Make",3.3,"Yes","Yes","No"
"Q4","08:28","22:53:23","4","#13","offense","RIM Shot","RIM","Miss",11.4,"Yes","No","No"
"Q4","08:27","22:53:24","Team","Team","offense","Opponent Def Rebound","None","Loss",12.5,"No","No","No"
"Q4","08:25","22:53:27","1","#7","defense","Steal","None","Success",2.6,"No","No","No"
"Q4","08:19","22:53:47","1","#7","offense","Substitution","None","Slot 1: Out #7 / In #9",6.1,"No","No","No"
"Q4","08:19","22:53:50","3","#32","offense","Substitution","None","Slot 3: Out #32 / In #24",6.1,"No","No","No"
"Q4","08:19","22:53:55","4","#13","offense","Substitution","None","Slot 4: Out #13 / In #16",6.1,"No","No","No"
"Q4","08:19","22:54:12","Team","Team","offense","Opponent Foul","None","Success",6.1,"No","No","No"
"Q4","08:19","22:54:23","1","#23","offense","PAINT Shot","PAINT","Miss",6.1,"Yes","Yes","No"
"Q4","08:19","22:54:24","Team","Team","offense","Opponent Def Rebound","None","Loss",6.1,"No","No","No"
"Q4","08:17","22:54:27","4","#16","defense","Personal Foul","None","Foul #2",1.5,"No","No","No"
"Q4","08:17","22:54:34","Team","Team","defense","Opponent FT Miss","None","Loss",1.5,"No","No","No"
"Q4","07:57","22:55:02","Team","Team","defense","Opponent FT Miss","None","Loss",1.5,"No","No","No"
"Q4","07:57","22:55:04","5","#35","defense","Def Rebound","None","Success",1.5,"No","No","No"
"Q4","07:46","22:55:16","3","#24","offense","Turnover (Live)","None","Loss",11.6,"No","No","No"
"Q4","07:29","22:55:33","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",16.7,"No","No","No"
"Q4","07:28","22:55:35","4","#16","defense","Def Rebound","None","Success",18,"No","No","No"
"Q4","07:23","22:55:44","4","#16","offense","Opponent Foul","None","Success",4.3,"No","No","No"
"Q4","07:23","22:55:51","4","#16","offense","Turnover (Live)","None","Loss",4.3,"No","No","No"
"Q4","07:13","22:56:06","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",0,"No","Yes","No"
"Q4","07:13","22:56:08","3","#24","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","07:08","22:56:14","3","#24","offense","Turnover (Live)","None","Loss",5.6,"No","No","No"
"Q4","07:01","22:56:21","2","#9","defense","Steal","None","Success",7.3,"No","No","No"
"Q4","06:55","22:56:27","3","#24","offense","Turnover (Live)","None","Loss",5.6,"No","No","No"
"Q4","06:51","22:56:31","Team","Team","defense","Opponent RIM Shot","RIM","Make",3.6,"Yes","Yes","No"
"Q4","06:33","22:56:54","4","#16","offense","RIM Shot","RIM","Miss",7.9,"Yes","Yes","No"
"Q4","06:32","22:56:56","5","#35","offense","Off Rebound","None","Success",9.1,"No","No","No"
"Q4","06:28","22:57:00","5","#35","offense","Turnover (Live)","None","Loss",13.9,"No","No","No"
"Q4","05:57","22:57:14","1","#23","defense","Steal","None","Success",11.6,"No","No","No"
"Q4","05:53","22:57:39","4","#16","offense","Substitution","None","Slot 4: Out #16 / In #11",3.8,"No","No","No"
"Q4","05:53","22:57:48","1","#23","offense","Opponent Foul","None","Success",3.8,"No","No","No"
"Q4","05:53","22:57:55","1","#23","offense","FT","None","Miss",3.8,"No","No","No"
"Q4","05:53","22:58:05","1","#23","offense","FT","None","Make",3.8,"No","No","No"
"Q4","05:29","22:58:43","5","#35","offense","Substitution","None","Slot 5: Out #35 / In #16",19.2,"No","No","No"
"Q4","05:27","22:58:57","3","#24","offense","Assist","None","To ##11",21.8,"Yes","No","No"
"Q4","05:27","22:58:57","4","#11","offense","RIM Shot","RIM","Make",21.8,"No","No","No"
"Q4","05:20","22:59:07","3","#24","defense","Steal","None","Success",7.2,"No","No","No"
"Q4","05:12","22:59:15","4","#11","offense","RIM Shot","RIM","Miss",7.2,"Yes","Yes","No"
"Q4","05:12","22:59:15","Team","Team","offense","Opponent Block","None","Success",7.2,"Yes","Yes","No"
"Q4","05:08","22:59:19","3","#24","offense","Off Rebound","None","Success",11.2,"No","No","No"
"Q4","05:03","22:59:43","5","#16","offense","RIM Shot","RIM","Miss",15.4,"Yes","No","No"
"Q4","05:03","22:59:44","Team","Team","offense","Opponent Def Rebound","None","Loss",15.4,"No","No","No"
"Q4","04:46","23:00:06","Team","Team","defense","Opponent Turnover","None","Unforced",16.7,"No","No","No"
"Q4","04:34","23:00:38","5","#16","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","04:34","23:01:20","5","#16","offense","FT","None","Make",10,"No","No","No"
"Q4","04:34","23:01:32","5","#16","offense","FT","None","Make",10,"No","No","No"
"Q4","04:14","23:01:58","2","#9","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q4","04:10","23:02:18","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",14.6,"No","No","No"
"Q4","04:08","23:02:20","4","#11","defense","Def Rebound","None","Success",16.2,"No","No","No"
"Q4","04:02","23:02:46","4","#11","offense","Opponent Foul","None","Success",6.5,"No","No","No"
"Q4","04:02","23:02:49","4","#11","offense","FT","None","Miss",6.5,"No","No","No"
"Q4","04:02","23:03:00","4","#11","offense","FT","None","Make",6.5,"No","No","No"
"Q4","03:44","23:03:24","2","#9","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q4","03:44","23:03:49","Team","Team","defense","Opponent RIM Shot","RIM","Miss",10,"Yes","No","No"
"Q4","03:44","23:03:54","5","#16","defense","Def Rebound","None","Success",10,"No","No","No"
"Q4","03:41","23:03:57","1","#23","offense","Turnover (Live)","None","Loss",2.9,"No","No","No"
"Q4","03:27","23:04:12","Team","Team","defense","Opponent RIM Shot","RIM","Miss",14.7,"Yes","No","No"
"Q4","03:27","23:04:12","5","#16","defense","Block","None","Success",14.7,"No","No","No"
"Q4","03:26","23:04:13","5","#16","defense","Def Rebound","None","Success",15.8,"No","No","No"
"Q4","03:15","23:04:26","5","#16","offense","Assist","None","To ##9",10.7,"No","No","No"
"Q4","03:15","23:04:26","2","#9","offense","C3 Shot","C3","Make",10.7,"No","No","No"
"Q4","03:14","23:04:31","Team","Team","defense","Timeout","None","Spartans",0.6,"No","No","No"
"Q4","03:01","23:06:16","1","#23","defense","Deflection","None","Success",14,"No","No","No"
"Q4","03:00","23:06:17","2","#9","defense","Steal","None","Success",15.2,"No","No","No"
"Q4","02:44","23:06:33","5","#16","offense","RIM Shot","RIM","Miss",15.4,"Yes","No","No"
"Q4","02:44","23:06:33","Team","Team","offense","Opponent Def Rebound","None","Loss",16,"No","No","No"
"Q4","02:39","23:06:39","Team","Team","defense","Opponent RIM Shot","RIM","Miss",5.1,"Yes","Yes","No"
"Q4","02:37","23:06:40","Team","Team","defense","Opponent Off Reb","None","Loss",6.3,"No","No","No"
"Q4","02:36","23:06:41","Team","Team","defense","Opponent RIM Shot","RIM","Make",10.9,"Yes","No","No"
"Q4","02:31","23:06:50","1","#23","offense","Turnover (Live)","None","Loss",5.6,"No","No","Yes"
"Q4","02:13","23:07:20","2","#9","defense","Personal Foul","None","Foul #5",10,"No","No","Yes"
"Q4","02:13","23:07:48","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","Yes"
"Q4","02:13","23:08:01","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","Yes"
"Q4","02:02","23:08:15","4","#11","offense","PAINT Shot","PAINT","Miss",10.7,"Yes","No","Yes"
"Q4","02:02","23:08:15","Team","Team","offense","Opponent Def Rebound","None","Loss",11.2,"No","No","Yes"
"Q4","01:48","23:08:33","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",0,"No","Yes","Yes"
"Q4","01:48","23:08:35","2","#9","defense","Def Rebound","None","Success",0,"No","No","Yes"
"Q4","01:43","23:08:40","2","#9","offense","Turnover (Live)","None","Loss",4.8,"No","No","Yes"
"Q4","01:30","23:08:54","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",13.4,"No","No","Yes"
"Q4","01:29","23:08:54","Team","Team","defense","Opponent Off Reb","None","Loss",14.1,"No","No","Yes"
"Q4","01:17","23:09:20","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",22.4,"No","No","Yes"
"Q4","01:15","23:09:22","4","#11","defense","Def Rebound","None","Success",23.9,"No","No","Yes"
"Q4","00:55.7","23:09:42","1","#23","offense","ATB3 Shot","ATB3","Miss",20.1,"No","No","Yes"
"Q4","00:51.8","23:09:50","Team","Team","offense","Off Rebound","None","Success",0,"No","No","Yes"
"Q4","00:49.5","23:10:28","3","#24","offense","Substitution","None","Slot 3: Out #24 / In #8",0,"No","No","Yes"
"Q4","00:49.5","23:10:32","3","#8","offense","Assist","None","To ##11",0,"No","Yes","Yes"
"Q4","00:49.5","23:10:32","4","#11","offense","C3 Shot","C3","Make",0,"No","No","Yes"
"Q4","00:47.6","23:10:42","Team","Team","defense","Opponent C3 Shot","C3","Make",1.9,"No","Yes","Yes"
"Q4","00:23.9","23:10:54","2","#9","offense","Turnover (Live)","None","Loss",3.7,"No","No","Yes"
"Q4","00:18.8","23:11:01","Team","Team","defense","Timeout","None","CB Argentona",5.1,"No","No","Yes"
"Q4","00:12.4","23:12:37","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",11.5,"No","No","Yes"
"Q4","00:12.4","23:12:39","Team","Team","defense","Def Rebound","None","Success",11.5,"No","No","Yes"
"Q4","00:09.9","23:13:08","2","#9","offense","Opponent Foul","None","Success",2.5,"No","No","Yes"
"Q4","00:09.9","23:13:10","2","#9","offense","FT","None","Miss",2.5,"No","No","Yes"
"Q4","00:09.9","23:13:19","2","#9","offense","FT","None","Make",2.5,"No","No","Yes"
"Q4","00:00.0","23:13:36","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",10,"No","No","Yes"
"Q4","00:00.0","23:13:38","Team","Team","defense","Def Rebound","None","Success",10,"No","No","Yes"
