Game Date: 2026-09-13,Our Team: CB Argentona,Opponent: Sant Gervasi
Period,Game Clock,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q3","04:18","19:35:03","5","#11","defense","Block","None","Success",0,"No","No","No"
"Q3","04:18","19:35:04","5","#11","defense","Def Rebound","None","Success",0,"No","No","No"
"Q3","04:12","19:35:22","5","#11","offense","Opponent Foul","None","Success",6.4,"No","No","No"
"Q3","04:00","19:35:36","2","#9","offense","C3 Shot","C3","Miss",18.5,"No","No","No"
"Q3","03:59","19:35:36","Team","Team","offense","Opponent Def Rebound","None","Loss",18.9,"No","No","No"
"Q3","03:56","19:35:40","5","#11","defense","Steal","None","Success",3.5,"No","No","No"
"Q3","03:51","19:35:52","5","#11","offense","Opponent Foul","None","Success",4.9,"No","No","No"
"Q3","03:51","19:36:17","4","#24","offense","Substitution","None","Slot 4: Out #24 / In #32",4.9,"No","No","No"
"Q3","03:51","19:36:30","5","#11","offense","FT","None","Miss",4.9,"No","No","No"
"Q3","03:51","19:36:42","5","#11","offense","FT","None","Miss",4.9,"No","No","No"
"Q3","03:51","19:36:42","Team","Team","offense","Opponent Def Rebound","None","Loss",4.9,"No","No","No"
"Q3","03:38","19:36:56","5","#11","defense","Steal","None","Success",13.1,"No","No","No"
"Q3","03:29","19:37:04","3","#8","offense","ATB3 Shot","ATB3","Miss",8.3,"No","No","No"
"Q3","03:28","19:37:05","Team","Team","offense","Opponent Def Rebound","None","Loss",9.2,"No","No","No"
"Q3","03:14","19:37:20","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",14.4,"No","No","No"
"Q3","03:13","19:37:21","Team","Team","defense","Opponent Off Reb","None","Loss",15.3,"No","No","No"
"Q3","03:12","19:37:23","Team","Team","defense","Opponent RIM Shot","RIM","Make",11.3,"Yes","No","No"
"Q3","02:51","19:37:48","4","#32","offense","C3 Shot","C3","Miss",21.1,"No","No","No"
"Q3","02:49","19:37:50","3","#8","offense","Off Rebound","None","Success",23,"No","No","No"
"Q3","02:47","19:37:52","3","#8","offense","PAINT Shot","PAINT","Miss",12.1,"Yes","No","No"
"Q3","02:46","19:37:53","Team","Team","offense","Opponent Def Rebound","None","Loss",13.1,"No","No","No"
"Q3","02:42","19:37:56","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",3.3,"No","No","No"
"Q3","02:41","19:37:58","2","#9","defense","Def Rebound","None","Success",4.9,"No","No","No"
"Q3","02:22","19:38:18","1","#15","offense","RIM Shot","RIM","Miss",18.9,"Yes","No","No"
"Q3","02:21","19:38:19","Team","Team","offense","Opponent Def Rebound","None","Loss",19.8,"No","No","No"
"Q3","02:08","19:38:32","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",13.2,"No","No","No"
"Q3","02:06","19:38:34","Team","Team","defense","Opponent Off Reb","None","Loss",14.9,"No","No","No"
"Q3","02:05","19:38:36","Team","Team","defense","Opponent RIM Shot","RIM","Make",11.3,"Yes","No","No"
"Q3","02:01","19:38:45","Team","Team","offense","Timeout","None","CB Argentona",3.6,"No","No","No"
"Q3","02:01","19:40:08","1","#8","offense","Substitution","None","Slot 1: Out #8 / In #7",3.6,"No","No","No"
"Q3","01:47","19:40:43","4","#32","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q3","01:47","19:40:55","4","#32","offense","FT","None","Make",10,"No","No","No"
"Q3","01:47","19:41:06","4","#32","offense","FT","None","Miss",10,"No","No","No"
"Q3","01:47","19:41:07","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q3","01:36","19:41:18","5","#11","defense","Steal","None","Success",10.9,"No","No","No"
"Q3","01:22","19:41:35","2","#15","offense","RIM Shot","RIM","Make",14.1,"Yes","No","No"
"Q3","01:13","19:41:56","4","#32","defense","Personal Foul","None","Foul #1",9.1,"No","No","No"
"Q3","01:13","19:42:17","Team","Team","defense","Opponent FT Miss","None","Loss",9.1,"No","No","No"
"Q3","01:13","19:42:21","Team","Team","defense","Opponent FT Score","None","Loss",9.1,"No","No","No"
"Q3","00:59.0","19:42:39","5","#11","offense","RIM Shot","RIM","Miss",14,"Yes","No","No"
"Q3","00:59.0","19:42:39","Team","Team","offense","Opponent Block","None","Success",14,"Yes","No","No"
"Q3","00:57.8","19:42:40","Team","Team","offense","Opponent Def Rebound","None","Loss",15.2,"No","No","No"
"Q3","00:47.9","19:42:50","Team","Team","defense","Opponent RIM Shot","RIM","Make",9.9,"Yes","No","No"
"Q3","00:42.0","19:43:08","3","#9","offense","Opponent Foul","None","Success",5.9,"No","No","No"
"Q3","00:42.0","19:43:20","2","#15","offense","Substitution","None","Slot 2: Out #15 / In #24",5.9,"No","No","No"
"Q3","00:42.0","19:43:32","2","#9","offense","FT","None","Miss",5.9,"No","No","No"
"Q3","00:42.0","19:43:41","2","#9","offense","FT","None","Make",5.9,"No","No","No"
"Q3","00:42.0","19:43:55","2","#9","defense","Substitution","None","Slot 2: Out #9 / In #1",0,"No","No","No"
"Q3","00:42.0","19:43:57","5","#11","defense","Substitution","None","Slot 5: Out #11 / In #35",0,"No","No","No"
"Q3","00:24.6","19:44:17","Team","Team","defense","Opponent RIM Shot","RIM","Miss",17.4,"Yes","No","No"
"Q3","00:23.4","19:44:18","5","#35","defense","Def Rebound","None","Success",18.6,"No","No","No"
"Q3","00:06.7","19:44:39","3","#32","offense","Assist","None","To ##24",16.7,"No","No","No"
"Q3","00:06.7","19:44:39","4","#24","offense","ATB3 Shot","ATB3","Make",16.7,"No","No","No"
"Q3","00:01.4","19:44:55","5","#35","defense","Personal Foul","None","Foul #3",5.3,"No","No","No"
"Q3","00:01.4","19:45:06","Team","Team","defense","Opponent FT Score","None","Loss",5.3,"No","No","No"
"Q3","00:01.4","19:45:22","Team","Team","defense","Opponent FT Miss","None","Loss",5.3,"No","No","No"
"Q3","00:01.4","19:45:23","Team","Team","defense","Opponent Off Reb","None","Loss",5.3,"No","No","No"
"Q4","10:00","19:45:47","Team","Team","defense","Period Change","None","Started Quarter 4",0,"No","No","No"
"Q4","09:44","19:47:26","3","#32","offense","C3 Shot","C3","Miss",15.1,"No","No","No"
"Q4","09:43","19:47:27","Team","Team","offense","Opponent Def Rebound","None","Loss",16,"No","No","No"
"Q4","09:33","19:47:38","3","#32","defense","Deflection","None","Success",10.5,"No","No","No"
"Q4","09:19","19:48:00","Team","Team","defense","Opponent RIM Shot","RIM","Make",0,"Yes","No","No"
"Q4","09:05","19:48:23","2","#1","offense","RIM Shot","RIM","Make",14.3,"Yes","No","No"
"Q4","09:05","19:48:26","Team","Team","defense","Opponent Turnover","None","Unforced",0,"No","No","No"
"Q4","09:05","19:48:38","4","#24","offense","ATB3 Shot","ATB3","Miss",0,"No","No","No"
"Q4","09:05","19:48:39","Team","Team","offense","Opponent Def Rebound","None","Loss",0,"No","No","No"
"Q4","08:54","19:48:51","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",10.9,"No","No","No"
"Q4","08:45","19:49:09","5","#35","offense","Substitution","None","Slot 5: Out #35 / In #13",9,"No","No","No"
"Q4","08:45","19:49:14","2","#1","offense","Substitution","None","Slot 2: Out #1 / In #8",9,"No","No","No"
"Q4","08:45","19:49:20","1","#7","offense","Substitution","None","Slot 1: Out #7 / In #23",9,"No","No","No"
"Q4","08:14","19:49:47","2","#8","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","08:01","19:50:03","4","#24","offense","Turnover (Dead)","None","Loss",23,"No","No","No"
"Q4","08:01","19:50:14","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",0,"Yes","No","No"
"Q4","08:01","19:50:16","4","#24","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","07:58","19:50:19","4","#24","offense","Turnover (Live)","None","Loss",3.4,"No","No","No"
"Q4","07:57","19:50:20","Team","Team","defense","Opponent RIM Shot","RIM","Make",1.2,"Yes","Yes","No"
"Q4","07:44","19:50:37","2","#8","offense","Turnover (Live)","None","Loss",13.1,"No","No","No"
"Q4","07:31","19:51:26","4","#24","defense","Substitution","None","Slot 4: Out #24 / In #11",12.7,"No","No","No"
"Q4","07:31","19:51:50","3","#32","defense","Substitution","None","Slot 3: Out #32 / In #9",12.7,"No","No","No"
"Q4","07:31","19:52:31","Team","Team","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q4","07:19","19:52:50","Team","Team","defense","Opponent C3 Shot","C3","Miss",11.6,"No","No","No"
"Q4","07:19","19:52:51","3","#9","defense","Def Rebound","None","Success",11.6,"No","No","No"
"Q4","07:08","19:53:03","5","#11","offense","ATB3 Shot","ATB3","Miss",10.8,"No","No","No"
"Q4","07:08","19:53:04","Team","Team","offense","Opponent Def Rebound","None","Loss",11.7,"No","No","No"
"Q4","06:57","19:53:16","2","#8","defense","Deflection","None","Success",0,"No","No","No"
"Q4","06:57","19:53:27","Team","Team","defense","Opponent RIM Shot","RIM","Miss",0,"Yes","No","No"
"Q4","06:57","19:53:29","5","#11","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","06:22","19:53:58","4","#13","offense","RIM Shot","RIM","Miss",14.9,"Yes","No","No"
"Q4","06:21","19:53:59","Team","Team","offense","Opponent Def Rebound","None","Loss",15.9,"No","No","No"
"Q4","06:01","19:54:19","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",19.9,"Yes","No","No"
"Q4","06:01","19:54:19","3","#9","defense","Block","None","Success",19.9,"No","No","No"
"Q4","06:00","19:54:21","3","#9","defense","Def Rebound","None","Success",21.4,"No","No","No"
"Q4","05:46","19:54:35","3","#9","offense","ATB3 Shot","ATB3","Miss",13.4,"No","No","No"
"Q4","05:44","19:54:37","1","#23","offense","Off Rebound","None","Success",15.2,"No","No","No"
"Q4","05:40","19:54:46","3","#9","offense","RIM Shot","RIM","Make",14.2,"Yes","No","No"
"Q4","05:36","19:54:59","3","#9","defense","Personal Foul","None","Foul #3",4.3,"No","No","No"
"Q4","05:36","19:55:22","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",4.3,"No","No","No"
"Q4","05:36","19:55:23","3","#9","defense","Def Rebound","None","Success",4.3,"No","No","No"
"Q4","05:24","19:55:38","5","#11","offense","RIM Shot","RIM","Make",12.2,"Yes","No","No"
"Q4","05:24","19:55:42","Team","Team","defense","Timeout","None","Sant Gervasi",0,"No","No","No"
"Q4","04:53","19:57:30","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",11.1,"Yes","No","No"
"Q4","04:53","19:57:31","5","#11","defense","Def Rebound","None","Success",11.1,"No","No","No"
"Q4","04:41","19:57:48","3","#9","offense","RIM Shot","RIM","Make",11.8,"Yes","No","No"
"Q4","04:41","19:58:16","3","#9","offense","RIM Shot","RIM","Make",0,"Yes","No","No"
"Q4","04:41","19:58:16","3","#9","offense","Opponent Foul","None","And-One",0,"No","No","No"
"Q4","04:41","19:58:21","3","#9","offense","FT","None","Make",0,"No","No","No"
"Q4","04:25","19:58:58","3","#9","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q4","04:25","19:58:59","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q4","04:25","19:59:10","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q4","04:25","19:59:12","5","#11","defense","Def Rebound","None","Success",10,"No","No","No"
"Q4","04:11","19:59:32","4","#13","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","04:11","19:59:51","5","#11","offense","C3 Shot","C3","Miss",10,"No","No","No"
"Q4","04:11","19:59:52","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q4","03:58","20:00:05","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",12.7,"No","No","No"
"Q4","03:56","20:00:07","1","#23","defense","Def Rebound","None","Success",14.8,"No","No","No"
"Q4","03:52","20:00:16","Team","Team","offense","Score Adjustment","None","Our Team: 55 -> 53 (-2)",0,"No","No","No"
"Q4","03:52","20:00:42","5","#11","offense","RIM Shot","RIM","Miss",0,"Yes","No","No"
"Q4","03:52","20:00:44","5","#11","offense","Off Rebound","None","Success",0,"No","No","No"
"Q4","03:52","20:00:47","4","#13","offense","PAINT Shot","PAINT","Miss",10,"Yes","No","No"
"Q4","03:52","20:00:48","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q4","03:48","20:00:54","1","#23","defense","Personal Foul","None","Foul #1",3.7,"No","No","No"
"Q4","03:48","20:01:22","4","#13","defense","Substitution","None","Slot 4: Out #13 / In #24",3.7,"No","No","No"
"Q4","03:48","20:01:26","Team","Team","defense","Opponent FT Score","None","Loss",3.7,"No","No","No"
"Q4","03:48","20:01:37","Team","Team","defense","Opponent FT Score","None","Loss",3.7,"No","No","No"
"Q4","03:13","20:01:54","3","#9","offense","ATB3 Shot","ATB3","Miss",5.3,"No","No","No"
"Q4","03:13","20:01:54","Team","Team","offense","Opponent Def Rebound","None","Loss",5.3,"No","No","No"
"Q4","02:37","20:02:13","Team","Team","defense","Opponent RIM Shot","RIM","Miss",15.6,"Yes","No","Yes"
"Q4","02:37","20:02:13","5","#11","defense","Block","None","Success",15.6,"No","No","Yes"
"Q4","02:36","20:02:14","4","#24","defense","Def Rebound","None","Success",16.8,"No","No","Yes"
"Q4","02:32","20:02:21","4","#24","offense","Assist","None","To ##8",4.3,"No","Yes","Yes"
"Q4","02:32","20:02:21","2","#8","offense","C3 Shot","C3","Make",4.3,"No","No","Yes"
"Q4","02:27","20:02:30","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",5.3,"No","No","Yes"
"Q4","02:16","20:02:46","4","#24","offense","RIM Shot","RIM","Make",11,"Yes","No","Yes"
"Q4","02:06","20:02:59","1","#23","defense","Steal","None","Success",9.7,"No","No","Yes"
"Q4","01:55","20:03:19","5","#11","offense","RIM Shot","RIM","Miss",10.5,"Yes","No","Yes"
"Q4","01:55","20:03:30","Team","Team","offense","Opponent Def Rebound","None","Loss",10.5,"No","No","Yes"
"Q4","01:51","20:03:36","Team","Team","defense","Timeout","None","Sant Gervasi",4.1,"No","No","Yes"
"Q4","01:51","20:04:59","1","#23","defense","Substitution","None","Slot 1: Out #23 / In #15",4.1,"No","No","Yes"
"Q4","01:40","20:05:31","3","#9","defense","Deflection","None","Success",0,"No","No","Yes"
"Q4","01:40","20:05:31","Team","Team","defense","Opponent Turnover","None","Success",0,"No","No","Yes"
"Q4","01:40","20:05:46","4","#24","offense","Assist","None","To ##9",0,"Yes","No","Yes"
"Q4","01:40","20:05:46","3","#9","offense","RIM Shot","RIM","Make",0,"No","No","Yes"
"Q4","00:57.2","20:06:04","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",12.8,"No","No","Yes"
"Q4","00:55.8","20:06:06","2","#8","defense","Def Rebound","None","Success",14.2,"No","No","Yes"
"Q4","00:41.3","20:06:21","4","#24","offense","Turnover (Live)","None","Loss",14.5,"No","No","Yes"
"Q4","00:19.2","20:06:58","3","#9","defense","Steal","None","Success",22.1,"No","No","Yes"
"Q4","00:25.2","20:09:06","3","#9","offense","Opponent Foul","None","Success",0,"No","No","Yes"
"Q4","00:25.2","20:09:36","2","#8","offense","C3 Shot","C3","Miss",0,"No","No","Yes"
"Q4","00:25.2","20:09:40","5","#11","offense","Off Rebound","None","Success",0,"No","No","Yes"
"Q4","00:25.2","20:10:01","3","#9","offense","Opponent Foul","None","Success",10,"No","No","Yes"
"Q4","00:10.2","20:10:11","3","#9","offense","FT","None","Make",10,"No","No","Yes"
"Q4","00:10.2","20:10:25","3","#9","offense","FT","None","Make",10,"No","No","Yes"
"Q4","00:10.2","20:10:28","Team","Team","defense","Timeout","None","Sant Gervasi",0,"No","No","Yes"
"Q4","00:10.2","20:12:03","1","#15","defense","Steal","None","Success",0,"No","No","Yes"
"Q4","00:04.1","20:12:21","1","#15","offense","Opponent Foul","None","Success",6.1,"No","No","Yes"
"Q4","00:04.1","20:12:31","1","#15","offense","FT","None","Miss",6.1,"No","No","Yes"
"Q4","00:04.1","20:12:44","1","#15","offense","FT","None","Miss",6.1,"No","No","Yes"
"Q4","00:04.1","20:12:54","Team","Team","offense","Opponent Def Rebound","None","Loss",6.1,"No","No","Yes"
"Q4","00:02.0","20:13:12","1","#15","defense","Personal Foul","None","Foul #3",2.1,"No","No","Yes"
"Q4","00:02.0","20:13:34","Team","Team","defense","Opponent FT Score","None","Loss",2.1,"No","No","Yes"
"Q4","00:02.0","20:13:56","5","#11","defense","Personal Foul","None","Foul #2",2.1,"No","No","Yes"
"Q4","00:02.0","20:14:08","1","#15","defense","Substitution","None","Slot 1: Out #15 / In #13",2.1,"No","No","Yes"
"Q4","00:02.0","20:14:22","Team","Team","defense","Opponent FT Miss","None","Loss",2.1,"No","No","Yes"
"Q4","00:02.0","20:14:33","Team","Team","defense","Opponent FT Miss","None","Loss",2.1,"No","No","Yes"
