Game Date: 2026-08-27,Our Team: CB Argentona,Opponent: CB Barberà
Period,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q3","19:09:18","Team","Team","defense","Opponent FT Score","None","Loss",3.1,"No","No","No"
"Q3","19:09:36","3","#8","offense","Assist","None","To ##9",10.7,"No","No","No"
"Q3","19:09:36","2","#9","offense","C3 Shot","C3","Make",10.7,"No","No","No"
"Q3","19:09:58","Team","Team","defense","Opponent PAINT Shot","PAINT","Make",14.8,"Yes","No","No"
"Q3","19:10:33","5","#13","offense","MR Shot","MR","Miss",7,"No","Yes","No"
"Q3","19:10:35","Team","Team","offense","Opponent Def Rebound","None","Loss",7,"No","No","No"
"Q3","19:10:51","5","#13","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q3","19:10:56","5","#13","defense","Substitution","None","Slot 5: Out #13 / In #11",10,"No","No","No"
"Q3","19:11:06","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q3","19:11:20","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","19:11:27","3","#8","offense","Substitution","None","Slot 3: Out #8 / In #18",3.1,"No","No","No"
"Q3","19:11:48","5","#11","offense","RIM Shot","RIM","Miss",20.5,"Yes","No","No"
"Q3","19:11:49","Team","Team","offense","Opponent Def Rebound","None","Loss",21.2,"No","No","No"
"Q3","19:11:54","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",4,"No","Yes","No"
"Q3","19:12:14","1","#7","offense","ATB3 Shot","ATB3","Miss",13.5,"No","No","No"
"Q3","19:12:14","Team","Team","offense","Opponent Def Rebound","None","Loss",14.2,"No","No","No"
"Q3","19:12:54","2","#9","defense","Steal","None","Success",11.8,"No","No","No"
"Q3","19:13:28","4","#35","offense","Substitution","None","Slot 4: Out #35 / In #16",2.4,"No","No","No"
"Q3","19:13:32","2","#9","offense","Opponent Foul","None","Success",2.4,"No","No","No"
"Q3","19:13:38","2","#9","offense","FT","None","Make",2.4,"No","No","No"
"Q3","19:13:50","2","#9","offense","FT","None","Miss",2.4,"No","No","No"
"Q3","19:13:50","Team","Team","offense","Opponent Def Rebound","None","Loss",2.4,"No","No","No"
"Q3","19:14:06","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",12.6,"No","No","No"
"Q3","19:14:18","2","#9","offense","Turnover (Live)","None","Loss",7.3,"No","No","No"
"Q3","19:14:24","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",4.8,"No","Yes","No"
"Q3","19:16:35","2","#9","offense","Substitution","None","Slot 2: Out #9 / In #17",0,"No","No","No"
"Q3","19:16:49","3","#18","offense","Substitution","None","Slot 3: Out #18 / In #8",0,"No","No","No"
"Q3","19:17:00","3","#8","offense","Opponent Foul","None","Success",0,"No","No","No"
"Q3","19:17:22","3","#8","offense","FT","None","Make",0,"No","No","No"
"Q3","19:17:36","3","#8","offense","FT","None","Make",0,"No","No","No"
"Q3","19:17:55","2","#17","defense","Deflection","None","Success",12.5,"No","No","No"
"Q3","19:18:00","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",16.7,"Yes","No","No"
"Q3","19:18:01","4","#16","defense","Def Rebound","None","Success",17.8,"No","No","No"
"Q3","19:18:12","3","#8","offense","Assist","None","To ##16",7.7,"Yes","Yes","No"
"Q3","19:18:12","4","#16","offense","RIM Shot","RIM","Make",7.7,"No","No","No"
"Q3","19:18:36","2","#17","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q3","19:18:54","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","19:19:10","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q3","19:19:12","4","#16","defense","Def Rebound","None","Success",10,"No","No","No"
"Q3","19:19:24","4","#16","offense","Turnover (Live)","None","Loss",10.2,"No","No","No"
"Q3","19:19:32","2","#17","defense","Personal Foul","None","Foul #3",4.5,"No","No","No"
"Q3","19:19:46","Team","Team","defense","Opponent FT Score","None","Loss",4.5,"No","No","No"
"Q3","19:20:00","Team","Team","defense","Opponent FT Score","None","Loss",4.5,"No","No","No"
"Q3","19:20:10","1","#7","offense","Turnover (Dead)","None","Loss",5.5,"No","No","No"
"Q3","19:20:28","Team","Team","defense","Opponent RIM Shot","RIM","Make",0,"Yes","Yes","No"
"Q3","19:21:00","Team","Team","offense","Turnover (Dead)","None","Violation",24,"No","No","No"
"Q3","19:22:13","1","#7","defense","Substitution","None","Slot 1: Out #7 / In #23",0,"No","No","No"
"Q3","19:22:17","2","#17","defense","Substitution","None","Slot 2: Out #17 / In #9",0,"No","No","No"
"Q3","19:22:54","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",12,"No","No","No"
"Q3","19:22:56","5","#11","defense","Def Rebound","None","Success",14,"No","No","No"
"Q3","19:23:15","1","#23","offense","ATB3 Shot","ATB3","Miss",15.6,"No","No","No"
"Q3","19:23:16","5","#11","offense","Off Rebound","None","Success",16.7,"No","No","No"
"Q3","19:23:19","5","#11","offense","RIM Shot","RIM","Miss",12.2,"Yes","No","No"
"Q3","19:23:37","5","#11","offense","Off Rebound","None","Success",15.4,"No","No","No"
"Q3","19:24:18","4","#16","offense","ATB3 Shot","ATB3","Miss",23,"No","No","No"
"Q3","19:24:19","Team","Team","offense","Opponent Def Rebound","None","Loss",23.5,"No","No","No"
"Q3","19:24:30","1","#23","defense","Deflection","None","Success",9.2,"No","No","No"
"Q3","19:24:32","2","#9","defense","Steal","None","Success",11,"No","No","No"
"Q3","19:24:37","5","#11","offense","RIM Shot","RIM","Miss",3.9,"Yes","Yes","No"
"Q3","19:24:38","Team","Team","offense","Opponent Def Rebound","None","Loss",4.8,"No","No","No"
"Q3","19:24:46","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",6.6,"No","Yes","No"
"Q3","19:25:03","2","#9","offense","Opponent Foul","None","Success",7.4,"No","No","No"
"Q4","19:25:06","Team","Team","offense","Period Change","None","Started Quarter 4",0,"No","No","No"
"Q4","19:25:16","5","#11","offense","Substitution","None","Slot 5: Out #11 / In #24",0,"No","No","No"
"Q4","19:25:21","3","#8","offense","RIM Shot","RIM","Make",0,"Yes","Yes","No"
"Q4","19:25:30","1","#23","defense","Deflection","None","Success",4.5,"No","No","No"
"Q4","19:25:33","4","#16","defense","Steal","None","Success",7.2,"No","No","No"
"Q4","19:25:44","5","#24","offense","Opponent Foul","None","Success",4,"No","No","No"
"Q4","19:25:59","5","#24","offense","FT","None","Make",4,"No","No","No"
"Q4","19:26:11","5","#24","offense","FT","None","Make",4,"No","No","No"
"Q4","19:26:38","5","#24","defense","Personal Foul","None","Foul #2",8.5,"No","No","No"
"Q4","19:26:58","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",8.5,"No","No","No"
"Q4","19:27:00","Team","Team","defense","Opponent Off Reb","None","Loss",8.5,"No","No","No"
"Q4","19:27:05","Team","Team","defense","Opponent PAINT Shot","PAINT","Make",10,"Yes","No","No"
"Q4","19:27:24","2","#9","offense","Turnover (Live)","None","Loss",13,"No","No","No"
"Q4","19:27:36","2","#9","defense","Personal Foul","None","Foul #2",3.2,"No","No","No"
"Q4","19:27:49","Team","Team","defense","Opponent FT Score","None","Loss",3.2,"No","No","No"
"Q4","19:28:00","Team","Team","defense","Opponent FT Score","None","Loss",3.2,"No","No","No"
"Q4","19:28:15","3","#8","offense","Turnover (Live)","None","Loss",9,"No","No","No"
"Q4","19:28:26","3","#8","defense","Personal Foul","None","Foul #3",5.9,"No","No","No"
"Q4","19:28:39","Team","Team","defense","Opponent FT Miss","None","Loss",5.9,"No","No","No"
"Q4","19:28:52","Team","Team","defense","Opponent FT Score","None","Loss",5.9,"No","No","No"
"Q4","19:29:03","4","#16","offense","Substitution","None","Slot 4: Out #16 / In #13",6,"No","No","No"
"Q4","19:29:13","4","#13","offense","RIM Shot","RIM","Miss",13.1,"Yes","No","No"
"Q4","19:29:14","Team","Team","offense","Opponent Def Rebound","None","Loss",14,"No","No","No"
"Q4","19:29:24","Team","Team","defense","Opponent RIM Shot","RIM","Miss",7.9,"Yes","Yes","No"
"Q4","19:29:25","Team","Team","defense","Opponent Off Reb","None","Loss",9,"No","No","No"
"Q4","19:29:26","Team","Team","defense","Opponent RIM Shot","RIM","Make",11.1,"Yes","No","No"
"Q4","19:29:47","2","#9","offense","Opponent Foul","None","Success",1.7,"No","No","No"
"Q4","19:29:59","2","#9","offense","FT","None","Miss",1.7,"No","No","No"
"Q4","19:30:12","2","#9","offense","FT","None","Make",1.7,"No","No","No"
"Q4","19:30:39","1","#23","defense","Personal Foul","None","Foul #3",0,"No","No","No"
"Q4","19:30:42","Team","Team","defense","Opponent RIM Shot","RIM","Miss",0,"Yes","Yes","No"
"Q4","19:30:44","3","#8","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","19:30:47","3","#8","offense","RIM Shot","RIM","Make",0.9,"Yes","Yes","No"
"Q4","19:30:59","Team","Team","defense","Opponent C3 Shot","C3","Make",7,"No","Yes","No"
"Q4","19:31:08","3","#8","offense","RIM Shot","RIM","Miss",4.4,"Yes","Yes","No"
"Q4","19:31:09","Team","Team","offense","Opponent Def Rebound","None","Loss",5.1,"No","No","No"
"Q4","19:31:43","3","#8","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q4","19:31:55","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q4","19:32:09","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q4","19:32:30","2","#9","offense","C3 Shot","C3","Make",13,"No","No","No"
"Q4","19:32:36","5","#24","defense","Deflection","None","Success",2.3,"No","No","No"
"Q4","19:32:40","1","#23","defense","Deflection","None","Success",5.3,"No","No","No"
"Q4","19:32:43","5","#24","defense","Steal","None","Success",8,"No","No","No"
"Q4","19:32:47","5","#24","offense","Assist","None","To ##23",1.8,"Yes","Yes","No"
"Q4","19:32:47","1","#23","offense","RIM Shot","RIM","Make",1.8,"No","No","No"
"Q4","19:33:06","Team","Team","defense","Opponent MR Shot","MR","Make",12.8,"No","No","No"
"Q4","19:33:12","3","#8","defense","Personal Foul","None","Foul #5",10,"No","No","No"
"Q4","19:33:32","3","#8","defense","Substitution","None","Slot 3: Out #8 / In #7",10,"No","No","No"
"Q4","19:33:38","4","#13","defense","Substitution","None","Slot 4: Out #13 / In #16",10,"No","No","No"
"Q4","19:33:45","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q4","19:34:08","5","#24","offense","Turnover (Live)","None","Loss",0,"No","No","No"
"Q4","19:34:24","Team","Team","defense","Opponent MR Shot","MR","Miss",13.3,"No","No","No"
"Q4","19:34:25","Team","Team","defense","Opponent Off Reb","None","Loss",14.2,"No","No","No"
"Q4","19:34:29","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",14,"No","No","No"
"Q4","19:34:45","5","#24","offense","Assist","None","To ##9",8.5,"Yes","No","No"
"Q4","19:34:45","2","#9","offense","RIM Shot","RIM","Make",8.5,"No","No","No"
"Q4","19:35:16","2","#9","defense","Substitution","None","Slot 2: Out #9 / In #8",9.4,"No","No","No"
"Q4","19:37:02","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",16.6,"No","No","No"
"Q4","19:37:03","Team","Team","defense","Opponent Off Reb","None","Loss",17.5,"No","No","No"
"Q4","19:37:12","Team","Team","defense","Opponent MR Shot","MR","Make",17.6,"No","No","No"
"Q4","19:37:32","2","#8","offense","ATB3 Shot","ATB3","Miss",13.2,"No","No","No"
"Q4","19:37:32","Team","Team","offense","Opponent Def Rebound","None","Loss",13.8,"No","No","No"
"Q4","19:37:40","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",6,"No","Yes","No"
"Q4","19:37:41","Team","Team","defense","Opponent Off Reb","None","Loss",7.1,"No","No","No"
"Q4","19:37:47","Team","Team","defense","Opponent RIM Shot","RIM","Make",15,"Yes","No","No"
"Q4","19:38:38","2","#8","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","19:38:49","2","#8","offense","FT","None","Make",10,"No","No","No"
"Q4","19:38:59","2","#8","offense","FT","None","Make",10,"No","No","No"
"Q4","19:39:17","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",12.2,"No","No","No"
"Q4","19:39:57","2","#8","offense","ATB3 Shot","ATB3","Miss",0,"No","Yes","No"
"Q4","19:39:58","Team","Team","offense","Opponent Def Rebound","None","Loss",0,"No","No","No"
"Q4","19:40:11","Team","Team","defense","Opponent RIM Shot","RIM","Miss",11.3,"Yes","No","No"
"Q4","19:40:13","5","#24","defense","Def Rebound","None","Success",12.5,"No","No","No"
"Q4","19:40:17","5","#24","offense","Assist","None","To ##16",2.4,"Yes","Yes","No"
"Q4","19:40:17","4","#16","offense","RIM Shot","RIM","Make",2.4,"No","No","No"
"Q4","19:40:34","5","#24","defense","Personal Foul","None","Foul #3",6.7,"No","No","No"
"Q4","19:40:51","Team","Team","defense","Opponent FT Score","None","Loss",6.7,"No","No","No"
"Q4","19:41:05","Team","Team","defense","Opponent FT Score","None","Loss",6.7,"No","No","No"
"Q4","19:41:33","2","#8","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","19:41:43","2","#8","offense","FT","None","Make",10,"No","No","No"
"Q4","19:41:54","2","#8","offense","FT","None","Miss",10,"No","No","No"
"Q4","19:41:54","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q4","19:42:09","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",12.1,"No","No","No"
"Q4","19:42:10","5","#24","defense","Def Rebound","None","Success",13.2,"No","No","No"
"Q4","19:42:30","2","#8","offense","C3 Shot","C3","Miss",16.7,"No","No","No"
"Q4","19:42:30","Team","Team","offense","Opponent Block","None","Success",16.7,"No","No","No"
"Q4","19:42:34","2","#8","offense","Off Rebound","None","Success",20.4,"No","No","No"
"Q4","19:42:55","3","#7","offense","PAINT Shot","PAINT","Miss",21.3,"Yes","No","No"
"Q4","19:42:56","Team","Team","offense","Opponent Def Rebound","None","Loss",21.9,"No","No","No"
"Q4","19:43:10","1","#23","defense","Personal Foul","None","Foul #4",6.1,"No","No","No"
"Q4","19:43:15","1","#23","defense","Substitution","None","Slot 1: Out #23 / In #35",6.1,"No","No","No"
"Q4","19:43:33","Team","Team","defense","Opponent FT Score","None","Loss",6.1,"No","No","No"
"Q4","19:43:45","Team","Team","defense","Opponent FT Miss","None","Loss",6.1,"No","No","No"
"Q4","19:43:46","Team","Team","defense","Opponent Off Reb","None","Loss",6.1,"No","No","No"
"Q4","19:43:54","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",10,"No","No","No"
"Q4","19:43:55","Team","Team","defense","Opponent Off Reb","None","Loss",10,"No","No","No"
"Q4","19:45:41","Team","Team","defense","Opponent Turnover","None","Unforced",0,"No","No","No"
"Q4","19:46:00","5","#24","offense","Turnover (Live)","None","Loss",13.6,"No","No","No"
"Q4","19:46:11","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",9.4,"No","No","No"
"Q4","19:46:16","5","#24","defense","Def Rebound","None","Success",13.4,"No","No","No"
"Q4","19:46:53","Team","Team","offense","Turnover (Dead)","None","Violation",24,"No","No","No"
