Game Date: 2026-08-31,Our Team: CB Argentona,Opponent: Maristes Ademar
Period,Game Clock,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q3","04:12","19:02:10","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",8.7,"No","No","No"
"Q3","03:49","19:02:56","2","#9","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q3","03:49","19:03:02","2","#9","offense","Substitution","None","Slot 2: Out #9 / In #8",10,"No","No","No"
"Q3","03:49","19:03:10","2","#8","offense","C3 Shot","C3","Miss",10,"No","No","No"
"Q3","03:49","19:03:11","4","#13","offense","Off Rebound","None","Success",10,"No","No","No"
"Q3","03:49","19:03:14","4","#13","offense","RIM Shot","RIM","Make",10,"Yes","No","No"
"Q3","03:33","19:04:06","4","#13","defense","Deflection","None","Success",16,"No","No","No"
"Q3","03:28","19:04:32","5","#16","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q3","03:15","19:05:01","5","#16","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q3","03:15","19:05:12","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q3","03:15","19:05:23","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","03:03","19:05:55","4","#13","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q3","03:03","19:05:59","4","#13","offense","FT","None","Make",10,"No","No","No"
"Q3","03:03","19:06:11","4","#13","offense","FT","None","Miss",10,"No","No","No"
"Q3","03:03","19:06:12","4","#13","offense","Off Rebound","null","Miss",10,"No","No","No"
"Q3","03:03","19:06:12","2","#8","offense","Off Rebound","None","Success",10,"No","No","No"
"Q3","03:03","19:06:18","2","#8","offense","MR Shot","MR","Miss",10,"No","No","No"
"Q3","03:03","19:06:18","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q3","02:56","19:06:26","4","#13","defense","Steal","None","Success",7.2,"No","No","No"
"Q3","02:48","19:06:40","3","#32","offense","Turnover (Dead)","None","Loss",0,"No","No","No"
"Q3","02:39","19:06:59","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",9.5,"No","No","No"
"Q3","02:34","19:07:04","1","#7","defense","Def Rebound","None","Success",14.1,"No","No","No"
"Q3","02:30","19:07:28","1","#7","offense","Opponent Foul","None","Success",4.2,"No","No","No"
"Q3","02:30","19:07:36","1","#7","offense","FT","None","Make",4.2,"No","No","No"
"Q3","02:30","19:07:49","1","#7","offense","FT","None","Miss",4.2,"No","No","No"
"Q3","02:30","19:07:50","Team","Team","offense","Opponent Def Rebound","None","Loss",4.2,"No","No","No"
"Q3","02:23","19:08:02","3","#32","defense","Personal Foul","None","Foul #4",7.4,"No","No","No"
"Q3","02:23","19:08:20","Team","Team","defense","Opponent FT Miss","None","Loss",7.4,"No","No","No"
"Q3","02:23","19:08:31","Team","Team","defense","Opponent FT Score","None","Loss",7.4,"No","No","No"
"Q3","02:11","19:08:47","3","#32","offense","ATB3 Shot","ATB3","Miss",12.2,"No","No","No"
"Q3","02:10","19:08:48","Team","Team","offense","Opponent Def Rebound","None","Loss",13,"No","No","No"
"Q3","02:00","19:09:12","4","#13","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q3","02:00","19:09:21","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","02:00","19:09:33","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","01:55","19:09:41","5","#16","offense","Substitution","None","Slot 5: Out #16 / In #1",4.7,"No","No","No"
"Q3","01:52","19:09:44","5","#1","offense","Substitution","None","Slot 5: Out #1 / In #11",7.6,"No","No","No"
"Q3","01:44","19:10:15","1","#7","offense","Assist","None","To ##8",0,"No","Yes","No"
"Q3","01:44","19:10:15","2","#8","offense","MR Shot","MR","Make",0,"No","No","No"
"Q3","01:38","19:10:22","2","#8","defense","Steal","None","Success",5.8,"No","No","No"
"Q3","01:33","19:10:28","3","#32","offense","Turnover (Live)","None","Loss",5.6,"No","No","No"
"Q3","01:29","19:10:31","Team","Team","defense","Opponent MR Shot","MR","Make",3.3,"No","Yes","No"
"Q3","01:19","19:10:48","3","#32","offense","Substitution","None","Slot 3: Out #32 / In #1",0.6,"No","No","No"
"Q3","01:07","19:11:26","1","#7","offense","RIM Shot","RIM","Miss",12.5,"Yes","No","No"
"Q3","01:06","19:11:27","Team","Team","offense","Opponent Def Rebound","None","Loss",12.9,"No","No","No"
"Q3","00:39.3","19:11:49","4","#13","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q3","00:39.3","19:12:01","4","#13","defense","Substitution","None","Slot 4: Out #13 / In #24",10,"No","No","No"
"Q3","00:39.3","19:12:13","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","00:39.3","19:12:26","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","00:16.9","19:12:53","3","#1","offense","Turnover (Dead)","None","Loss",22.4,"No","No","No"
"Q3","00:06.9","19:13:10","5","#11","defense","Steal","None","Success",0,"No","No","No"
"Q3","00:03.1","19:13:14","5","#11","offense","RIM Shot","RIM","Miss",3.8,"Yes","Yes","No"
"Q3","00:02.1","19:13:15","Team","Team","offense","Opponent Def Rebound","None","Loss",4.8,"No","No","No"
"Q4","10:00","19:13:34","Team","Team","defense","Period Change","None","Started Quarter 4",0,"No","No","No"
"Q4","09:50","19:15:22","1","#7","offense","Turnover (Live)","None","Loss",8.4,"No","No","No"
"Q4","09:26","19:15:52","5","#11","defense","Steal","None","Success",0,"No","No","No"
"Q4","09:19","19:15:59","1","#7","offense","C3 Shot","C3","Miss",6.9,"No","Yes","No"
"Q4","09:18","19:16:00","Team","Team","offense","Opponent Def Rebound","None","Loss",7.5,"No","No","No"
"Q4","08:54","19:16:26","Team","Team","defense","Opponent Turnover","None","Shot Clock Violation",24,"No","No","No"
"Q4","08:54","19:16:44","2","#8","offense","Substitution","None","Slot 2: Out #8 / In #23",0,"No","No","No"
"Q4","08:46","19:16:54","4","#24","offense","RIM Shot","RIM","Miss",8.4,"Yes","No","No"
"Q4","08:44","19:16:56","5","#11","offense","Off Rebound","None","Success",10.1,"No","No","No"
"Q4","08:30","19:17:14","1","#7","offense","ATB3 Shot","ATB3","Miss",0,"No","Yes","No"
"Q4","08:30","19:17:16","2","#23","offense","Off Rebound","None","Success",0,"No","No","No"
"Q4","08:10","19:17:24","2","#23","offense","RIM Shot","RIM","Make",10,"Yes","No","No"
"Q4","07:58","19:17:56","1","#7","defense","Personal Foul","None","Foul #4",10,"No","No","No"
"Q4","07:58","19:18:11","Team","Team","defense","Opponent C3 Shot","C3","Miss",10,"No","No","No"
"Q4","07:58","19:18:12","4","#24","defense","Def Rebound","None","Success",10,"No","No","No"
"Q4","07:53","19:18:18","3","#1","offense","RIM Shot","RIM","Miss",5.2,"Yes","Yes","No"
"Q4","07:52","19:18:18","Team","Team","offense","Opponent Def Rebound","None","Loss",5.9,"No","No","No"
"Q4","07:43","19:18:27","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",8.8,"No","No","No"
"Q4","07:42","19:18:29","1","#7","defense","Def Rebound","None","Success",10.3,"No","No","No"
"Q4","07:36","19:18:35","5","#11","offense","RIM Shot","RIM","Miss",5.5,"Yes","Yes","No"
"Q4","07:36","19:18:35","Team","Team","offense","Opponent Def Rebound","None","Loss",6.1,"No","No","No"
"Q4","07:21","19:18:50","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",14.2,"Yes","No","No"
"Q4","07:20","19:18:52","4","#24","defense","Def Rebound","None","Success",15.6,"No","No","No"
"Q4","06:55","19:19:05","3","#1","offense","Turnover (Live)","None","Loss",5,"No","No","No"
"Q4","06:48","19:19:19","5","#11","defense","Substitution","None","Slot 5: Out #11 / In #16",7.2,"No","No","No"
"Q4","06:48","19:19:25","1","#7","defense","Substitution","None","Slot 1: Out #7 / In #9",7.2,"No","No","No"
"Q4","06:36","19:19:46","4","#24","defense","Deflection","None","Success",19.1,"No","No","No"
"Q4","06:32","19:19:49","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",22.9,"No","No","No"
"Q4","06:31","19:19:52","5","#16","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","06:26","19:19:58","4","#24","offense","RIM Shot","RIM","Miss",5.3,"Yes","Yes","No"
"Q4","06:25","19:19:58","Team","Team","offense","Opponent Def Rebound","None","Loss",5.7,"No","No","No"
"Q4","06:21","19:20:14","4","#24","defense","Personal Foul","None","Foul #2",4.6,"No","No","No"
"Q4","06:21","19:20:19","Team","Team","defense","Timeout","None","Maristes Ademar",4.6,"No","No","No"
"Q4","06:12","19:22:22","Team","Team","defense","Opponent MR Shot","MR","Make",13.4,"No","No","No"
"Q4","05:58","19:22:52","4","#24","offense","ATB3 Shot","ATB3","Make",14.3,"No","No","No"
"Q4","05:58","19:22:55","Team","Team","defense","Opponent Turnover","None","Unforced",0,"No","No","No"
"Q4","05:26","19:23:48","2","#9","offense","ATB3 Shot","ATB3","Make",1.5,"No","Yes","No"
"Q4","05:26","19:23:49","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",0,"No","Yes","No"
"Q4","05:26","19:23:50","4","#24","defense","Def Rebound","None","Success",0,"No","No","No"
"Q4","05:18","19:23:59","3","#1","offense","Substitution","None","Slot 3: Out #1 / In #32",8.5,"No","No","No"
"Q4","05:15","19:24:04","1","#23","offense","Assist","None","To ##9",10.7,"No","No","No"
"Q4","05:15","19:24:04","2","#9","offense","C3 Shot","C3","Make",10.7,"No","No","No"
"Q4","04:25","19:24:24","2","#9","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q4","04:25","19:24:42","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q4","04:25","19:24:52","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q4","04:13","19:25:16","2","#9","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q4","04:13","19:25:28","2","#9","offense","FT","None","Make",10,"No","No","No"
"Q4","04:13","19:25:39","2","#9","offense","FT","None","Make",10,"No","No","No"
"Q4","03:58","19:26:03","Team","Team","defense","Opponent MR Shot","MR","Miss",14.7,"No","No","No"
"Q4","03:56","19:26:04","5","#16","defense","Def Rebound","None","Success",16.2,"No","No","No"
"Q4","03:53","19:26:10","5","#16","offense","Assist","None","To ##32",3.8,"Yes","Yes","No"
"Q4","03:53","19:26:10","3","#32","offense","RIM Shot","RIM","Make",3.8,"No","No","No"
"Q4","03:51","19:26:38","Team","Team","defense","Opponent RIM Shot","RIM","Make",1.8,"Yes","Yes","No"
"Q4","03:51","19:26:45","3","#32","defense","Personal Foul","None","Foul #5",1.8,"No","No","No"
"Q4","03:51","19:27:06","Team","Team","defense","Opponent FT Miss","None","Loss",1.8,"No","No","No"
"Q4","03:51","19:27:08","4","#24","defense","Def Rebound","None","Success",1.8,"No","No","No"
"Q4","03:05","19:27:23","3","#32","offense","Substitution","None","Slot 3: Out #32 / In #8",5.6,"No","No","No"
"Q4","03:05","19:27:28","2","#9","offense","ATB3 Shot","ATB3","Miss",5.6,"No","Yes","No"
"Q4","03:05","19:27:29","Team","Team","offense","Opponent Def Rebound","None","Loss",5.6,"No","No","No"
"Q4","02:48","19:27:44","Team","Team","defense","Opponent Turnover","None","Unforced",7,"No","No","No"
"Q4","02:37","19:28:02","4","#24","offense","Substitution","None","Slot 4: Out #24 / In #13",0.8,"No","No","No"
"Q4","02:27","19:28:16","2","#9","offense","PAINT Shot","PAINT","Make",11.6,"Yes","No","No"
"Q4","02:14","19:28:34","Team","Team","defense","Opponent RIM Shot","RIM","Miss",2.1,"Yes","Yes","No"
"Q4","02:14","19:28:35","3","#8","defense","Def Rebound","None","Success",2.1,"No","No","No"
"Q4","02:07","19:28:53","2","#9","offense","Opponent Foul","None","Success",7.8,"No","No","No"
"Q4","02:07","19:28:58","2","#9","offense","Substitution","None","Slot 2: Out #9 / In #7",7.8,"No","No","No"
"Q4","02:07","19:29:02","5","#16","offense","Substitution","None","Slot 5: Out #16 / In #11",7.8,"No","No","No"
"Q4","01:55","19:29:19","4","#13","offense","Turnover (Live)","None","Loss",19.8,"No","No","No"
"Q4","01:48","19:29:25","Team","Team","defense","Opponent RIM Shot","RIM","Miss",6.4,"Yes","Yes","No"
"Q4","01:48","19:29:25","1","#23","defense","Block","None","Success",6.4,"No","No","No"
"Q4","01:47","19:29:27","Team","Team","defense","Opponent Off Reb","None","Loss",7.7,"No","No","No"
"Q4","01:46","19:29:28","Team","Team","defense","Opponent RIM Shot","RIM","Make",11.2,"Yes","No","No"
"Q4","01:38","19:29:39","5","#11","offense","ATB3 Shot","ATB3","Miss",7.4,"No","Yes","No"
"Q4","01:38","19:29:39","Team","Team","offense","Opponent Def Rebound","None","Loss",7.7,"No","No","No"
"Q4","01:36","19:29:41","Team","Team","defense","Opponent RIM Shot","RIM","Make",1.7,"Yes","Yes","No"
"Q4","01:17","19:30:04","1","#23","offense","RIM Shot","RIM","Miss",19,"Yes","No","No"
"Q4","01:12","19:30:10","5","#11","offense","Off Rebound","None","Success",0,"No","No","No"
"Q4","01:12","19:30:13","5","#11","offense","RIM Shot","RIM","Miss",10,"Yes","No","No"
"Q4","01:12","19:30:13","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q4","01:09","19:30:17","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",3.3,"Yes","Yes","No"
"Q4","01:08","19:30:18","3","#8","defense","Def Rebound","None","Success",4.6,"No","No","No"
"Q4","00:37.2","19:30:41","2","#7","offense","Turnover (Dead)","None","Loss",11,"No","No","No"
"Q4","00:37.2","19:30:50","2","#23","defense","Substitution","None","Slot 2: Out #23 / In #1",0,"No","No","No"
"Q4","00:37.2","19:31:20","1","#7","defense","Personal Foul","None","Foul #5",0,"No","No","No"
"Q4","00:37.2","19:31:30","1","#7","defense","Substitution","None","Slot 1: Out #7 / In #16",0,"No","No","No"
"Q4","00:37.2","19:31:52","Team","Team","defense","Opponent FT Score","None","Loss",0,"No","No","No"
"Q4","00:11.6","19:32:26","4","#16","offense","RIM Shot","RIM","Miss",1.6,"Yes","Yes","No"
"Q4","00:10.6","19:32:27","Team","Team","offense","Opponent Def Rebound","None","Loss",2.6,"No","No","No"
"Q4","00:08.3","19:32:29","1","#1","defense","Steal","None","Success",2.3,"No","No","No"
